Party Name,Number of Diamonds,First Color of Diamond,Second Color of Diamond,Third Color of Diamond,Shape,Quantity,Date,Choice,Type
VirajBhai,6,White,Blue,White,Star,2,2023-05-18,yes,micro
VirajBhai,4,Green,Green,Blue,Club,2,2023-04-10,yes,plain
Shiv VipulBhai,3,White,Ruby,White,Star,22,2023-12-15,yes,plain
VirajBhai,5,Pink,White,Pink,Club,14,2023-07-03,yes,micro
AshishBhai,5,Ruby,White,Blue,Square,2,2025-01-09,yes,micro
RakeshBhai,2,Pink,Green,Blue,Oval,2,2024-11-13,yes,micro
MRP MukeshBhai,4,Purple,Ruby,Blue,Square,10,2024-07-24,no,plain
RakeshBhai,4,Purple,Ruby,Green,Club,18,2023-08-17,no,micro
RakeshBhai,1,Purple,Green,Ruby,Oval,22,2023-09-01,yes,plain
RakeshBhai,5,Purple,Green,Green,Diamond,14,2024-05-12,no,plain
Shiv VipulBhai,3,White,Blue,Ruby,Hexagon,14,2023-07-18,yes,plain
Aditi Ornaments,2,White,Blue,White,Oval,2,2024-04-11,yes,micro
Shiv VipulBhai,5,Pink,Ruby,Purple,Hexagon,22,2023-08-28,yes,plain
SanjayBhai,2,Green,Purple,Ruby,Oval,26,2023-07-17,no,micro
AshishBhai,7,Purple,Ruby,Purple,Flower,26,2024-08-16,yes,plain
MRP MukeshBhai,5,Blue,White,Green,Flower,14,2023-09-29,yes,micro
Aditi Ornaments,5,Green,White,Pink,Flower,6,2024-01-22,yes,plain
VirajBhai,4,Ruby,Pink,White,Heart,14,2023-06-22,yes,micro
AshishBhai,6,Pink,White,Green,Square,14,2024-12-23,yes,plain
Shiv VipulBhai,2,Ruby,White,Green,Round,14,2025-01-11,yes,plain
VirajBhai,5,White,Pink,White,Diamond,10,2025-03-06,yes,micro
VirajBhai,2,Green,Purple,Ruby,Oval,6,2024-11-10,yes,plain
VirajBhai,3,White,Green,Purple,Marquise,26,2025-01-10,yes,plain
SanjayBhai,4,Ruby,White,Blue,Club,6,2023-04-09,no,plain
RakeshBhai,6,Green,Blue,Blue,Club,26,2023-10-10,no,plain
MRP MukeshBhai,6,White,Blue,Blue,Star,2,2024-12-18,yes,plain
MRP MukeshBhai,6,Purple,Green,Green,Club,2,2023-05-04,yes,plain
AshishBhai,3,Blue,Blue,Pink,Star,2,2025-01-28,no,micro
Shiv VipulBhai,1,Blue,White,Ruby,Round,26,2024-11-26,yes,micro
AshishBhai,1,Pink,Ruby,Purple,Oval,26,2023-05-11,yes,plain
VirajBhai,2,Green,Pink,White,Club,6,2024-09-06,yes,plain
SanjayBhai,3,Purple,Blue,Purple,Oval,6,2023-05-25,yes,micro
RakeshBhai,1,Purple,Pink,Green,Round,22,2024-05-09,yes,micro
VirajBhai,2,Green,Blue,White,Marquise,18,2023-07-31,yes,plain
RakeshBhai,8,Ruby,Blue,White,Hexagon,2,2024-04-26,no,micro
MRP MukeshBhai,4,Green,Purple,Blue,Club,10,2025-02-18,no,micro
Shiv VipulBhai,4,Green,Pink,Blue,Diamond,14,2023-10-18,yes,plain
RakeshBhai,2,Ruby,Ruby,Ruby,Oval,14,2024-10-08,yes,micro
MRP MukeshBhai,5,Green,Purple,Blue,Square,18,2023-12-29,yes,plain
RakeshBhai,5,Green,White,Pink,Hexagon,10,2023-12-03,no,plain
MRP MukeshBhai,6,Blue,Ruby,White,Star,26,2024-02-23,yes,plain
VirajBhai,3,Green,Purple,Blue,Hexagon,6,2023-03-17,yes,plain
VirajBhai,1,White,Purple,Green,Marquise,14,2023-10-17,yes,micro
SanjayBhai,4,Ruby,Pink,Purple,Star,2,2025-01-06,yes,plain
Aditi Ornaments,8,Pink,White,White,Hexagon,10,2023-03-20,yes,micro
VirajBhai,2,Blue,White,White,Round,26,2023-04-20,yes,plain
SanjayBhai,2,Ruby,Purple,Green,Heart,2,2024-06-28,no,plain
SanjayBhai,1,White,White,Blue,Oval,18,2023-12-25,yes,micro
MRP MukeshBhai,2,Pink,Ruby,Ruby,Round,2,2024-03-16,no,micro
RakeshBhai,3,White,Purple,Purple,Square,2,2024-06-28,yes,plain
Aditi Ornaments,8,Ruby,White,Ruby,Star,2,2023-12-09,yes,micro
SanjayBhai,3,White,Blue,Pink,Hexagon,18,2024-03-05,yes,micro
SanjayBhai,2,White,Blue,Ruby,Square,2,2024-08-03,yes,plain
VirajBhai,3,White,Green,Blue,Hexagon,22,2024-01-24,yes,micro
MRP MukeshBhai,6,Blue,Blue,Purple,Diamond,10,2025-02-15,yes,plain
Shiv VipulBhai,6,White,Blue,White,Flower,2,2024-11-21,yes,micro
VirajBhai,3,Pink,Green,Ruby,Oval,6,2023-11-11,yes,micro
MRP MukeshBhai,2,Green,Blue,Ruby,Club,26,2023-08-09,yes,micro
Shiv VipulBhai,3,Pink,Green,White,Oval,6,2024-06-12,no,micro
VirajBhai,3,Ruby,Ruby,Pink,Marquise,26,2023-04-30,yes,micro
VirajBhai,2,Green,Blue,Green,Heart,14,2023-10-27,yes,plain
VirajBhai,6,Purple,Green,Purple,Diamond,14,2023-07-29,yes,micro
Aditi Ornaments,4,Green,Purple,Blue,Heart,26,2023-08-21,yes,micro
AshishBhai,3,Blue,Green,Purple,Round,14,2023-03-19,yes,micro
RakeshBhai,1,Purple,Green,Purple,Marquise,14,2024-01-13,yes,plain
RakeshBhai,3,Ruby,Purple,Blue,Marquise,14,2024-04-18,yes,micro
AshishBhai,7,Purple,Pink,Purple,Star,18,2024-07-24,yes,plain
Aditi Ornaments,5,Ruby,Purple,Purple,Diamond,26,2024-04-28,yes,micro
Aditi Ornaments,3,Blue,Green,Pink,Club,2,2023-11-23,yes,micro
SanjayBhai,7,Blue,Green,Purple,Star,2,2023-07-21,no,micro
RakeshBhai,6,Ruby,Ruby,Ruby,Square,18,2024-08-28,yes,micro
VirajBhai,3,Ruby,Green,Purple,Star,10,2023-04-11,yes,micro
RakeshBhai,5,Purple,Pink,Pink,Star,22,2024-05-21,yes,plain
SanjayBhai,4,White,Blue,Purple,Star,2,2025-02-10,yes,micro
Aditi Ornaments,8,Pink,White,White,Flower,14,2025-02-04,yes,micro
AshishBhai,8,Green,Green,Ruby,Hexagon,2,2023-10-18,yes,micro
SanjayBhai,3,Green,Blue,Ruby,Diamond,18,2025-01-25,no,plain
AshishBhai,2,Green,Purple,Purple,Square,10,2023-04-03,no,micro
VirajBhai,4,Ruby,Purple,Purple,Club,6,2024-11-13,yes,micro
VirajBhai,1,Pink,Green,Ruby,Round,6,2024-05-14,yes,plain
AshishBhai,2,Blue,Green,Green,Square,10,2023-05-18,yes,plain
SanjayBhai,2,Purple,Purple,Purple,Club,14,2024-02-06,yes,plain
AshishBhai,3,Blue,Pink,Ruby,Oval,6,2023-05-30,no,micro
SanjayBhai,3,Ruby,White,Green,Heart,10,2024-05-14,no,micro
RakeshBhai,4,Ruby,Blue,Green,Flower,10,2024-05-02,yes,plain
VirajBhai,2,Purple,Purple,White,Oval,22,2023-10-09,yes,plain
RakeshBhai,3,Purple,White,Purple,Marquise,18,2023-07-11,yes,plain
VirajBhai,3,White,Green,Purple,Club,2,2023-08-16,yes,micro
SanjayBhai,4,Green,Purple,Ruby,Heart,6,2023-07-22,yes,plain
Aditi Ornaments,2,Ruby,Pink,Purple,Club,6,2024-06-20,yes,plain
Shiv VipulBhai,2,Blue,White,Pink,Diamond,14,2024-07-30,yes,plain
MRP MukeshBhai,1,White,White,Ruby,Marquise,22,2024-10-14,yes,plain
MRP MukeshBhai,3,Pink,White,Pink,Flower,26,2023-04-21,no,micro
RakeshBhai,2,Ruby,Green,Blue,Club,6,2023-05-26,yes,plain
SanjayBhai,2,White,Pink,Green,Round,22,2024-02-02,yes,micro
SanjayBhai,3,Ruby,Pink,Ruby,Round,26,2023-08-18,yes,micro
RakeshBhai,3,Pink,Ruby,White,Diamond,22,2024-09-28,yes,plain
RakeshBhai,2,Ruby,White,White,Marquise,6,2024-04-26,no,micro
MRP MukeshBhai,7,Ruby,Ruby,Blue,Flower,6,2023-04-16,no,micro
Aditi Ornaments,2,Purple,Ruby,Purple,Round,10,2025-02-01,no,micro
SanjayBhai,5,Pink,Green,Blue,Heart,14,2024-02-08,yes,plain
SanjayBhai,2,White,Pink,Pink,Club,22,2024-09-04,yes,plain
VirajBhai,1,Blue,White,Green,Marquise,26,2023-09-06,yes,plain
AshishBhai,3,Purple,Blue,White,Square,26,2024-08-15,yes,micro
Shiv VipulBhai,3,Pink,Pink,Ruby,Club,26,2023-11-30,yes,micro
RakeshBhai,5,Purple,Purple,Blue,Flower,18,2023-11-25,yes,plain
Shiv VipulBhai,5,Ruby,Blue,White,Club,10,2024-05-19,yes,micro
RakeshBhai,3,Purple,Green,Blue,Round,10,2025-02-02,yes,plain
SanjayBhai,5,Blue,Blue,Purple,Square,10,2024-06-14,yes,plain
SanjayBhai,3,Ruby,Green,Green,Hexagon,22,2024-12-06,yes,plain
Shiv VipulBhai,6,Pink,Blue,Pink,Hexagon,14,2024-10-01,yes,plain
RakeshBhai,4,Blue,Pink,White,Hexagon,18,2024-12-23,yes,plain
VirajBhai,7,Green,Blue,Ruby,Hexagon,6,2023-06-22,yes,micro
Shiv VipulBhai,2,White,White,White,Diamond,18,2023-08-01,yes,plain
VirajBhai,2,Pink,Purple,Ruby,Square,26,2025-02-12,yes,micro
VirajBhai,5,Blue,Pink,Purple,Flower,22,2024-03-23,yes,micro
MRP MukeshBhai,3,Purple,Pink,Green,Oval,26,2023-10-23,yes,micro
SanjayBhai,2,Ruby,White,White,Heart,6,2024-08-06,yes,micro
RakeshBhai,6,Purple,Ruby,Ruby,Club,10,2023-11-30,no,micro
Aditi Ornaments,2,Green,Green,Green,Round,2,2023-08-23,yes,micro
AshishBhai,1,Ruby,Blue,Green,Round,10,2023-09-28,yes,plain
RakeshBhai,6,Green,White,Green,Hexagon,14,2025-01-12,no,micro
AshishBhai,1,Blue,Blue,Blue,Marquise,26,2023-07-01,yes,micro
MRP MukeshBhai,2,Purple,Green,Purple,Heart,22,2023-07-04,yes,plain
VirajBhai,2,Green,Ruby,Green,Round,18,2024-07-31,yes,plain
AshishBhai,1,Ruby,Green,White,Marquise,10,2024-07-15,yes,plain
Aditi Ornaments,2,Pink,Blue,Pink,Diamond,10,2024-07-03,yes,plain
MRP MukeshBhai,3,Ruby,Green,Ruby,Round,6,2023-06-14,yes,micro
MRP MukeshBhai,6,White,Blue,White,Flower,22,2023-10-12,yes,plain
Shiv VipulBhai,2,Ruby,Ruby,White,Heart,10,2023-04-29,yes,plain
SanjayBhai,2,Ruby,Pink,Ruby,Round,26,2023-06-08,yes,plain
Shiv VipulBhai,6,Pink,Blue,Pink,Square,6,2024-12-25,no,micro
Shiv VipulBhai,8,Green,Green,White,Star,26,2024-06-11,yes,micro
MRP MukeshBhai,2,Green,Blue,Blue,Diamond,6,2024-08-29,yes,plain
MRP MukeshBhai,3,White,Green,Ruby,Square,26,2024-04-17,yes,micro
SanjayBhai,2,Green,White,Blue,Diamond,18,2024-01-30,yes,micro
VirajBhai,4,Purple,Ruby,Green,Hexagon,18,2023-09-06,yes,plain
SanjayBhai,4,White,Blue,Ruby,Flower,2,2023-09-02,yes,plain
AshishBhai,4,Green,White,Purple,Heart,14,2023-07-29,yes,micro
Aditi Ornaments,7,White,Blue,Blue,Star,14,2023-08-18,yes,plain
Aditi Ornaments,2,Blue,Blue,Blue,Heart,14,2025-03-13,yes,micro
Shiv VipulBhai,1,Blue,White,Pink,Marquise,14,2024-01-02,yes,plain
Shiv VipulBhai,3,Pink,Blue,White,Square,14,2024-01-28,yes,micro
AshishBhai,3,Blue,White,Ruby,Square,14,2024-05-02,yes,micro
Aditi Ornaments,8,Green,Blue,Purple,Hexagon,18,2024-01-23,yes,micro
Shiv VipulBhai,6,White,Blue,Blue,Flower,6,2023-10-12,no,plain
VirajBhai,3,Green,Pink,White,Diamond,26,2024-09-29,yes,plain
VirajBhai,3,Blue,Ruby,White,Round,22,2024-12-30,yes,plain
AshishBhai,4,Pink,Ruby,Blue,Diamond,6,2024-08-18,yes,plain
AshishBhai,4,Purple,Blue,Purple,Diamond,18,2024-11-25,yes,micro
AshishBhai,3,Ruby,Blue,Green,Hexagon,14,2023-12-25,yes,plain
MRP MukeshBhai,4,Ruby,Green,Pink,Hexagon,10,2024-11-07,yes,plain
RakeshBhai,6,Pink,Ruby,Green,Star,10,2024-04-11,no,micro
SanjayBhai,1,Blue,Purple,White,Oval,22,2024-11-14,yes,micro
RakeshBhai,4,Pink,White,Pink,Square,22,2023-08-05,yes,plain
RakeshBhai,3,Blue,Green,Ruby,Hexagon,18,2023-07-31,yes,plain
Shiv VipulBhai,6,Pink,Purple,White,Hexagon,14,2023-06-29,yes,plain
SanjayBhai,5,Purple,Blue,Ruby,Heart,14,2024-08-25,yes,plain
AshishBhai,3,Green,Blue,Purple,Hexagon,6,2023-08-02,no,micro
MRP MukeshBhai,5,Blue,Ruby,Pink,Club,2,2024-08-17,yes,micro
MRP MukeshBhai,3,Ruby,Pink,White,Heart,26,2025-03-08,yes,micro
Shiv VipulBhai,5,White,Blue,White,Flower,14,2025-01-02,no,micro
AshishBhai,6,Pink,Purple,White,Club,26,2023-12-12,yes,plain
SanjayBhai,5,White,Ruby,Pink,Heart,26,2024-12-03,yes,plain
Shiv VipulBhai,3,Green,Blue,Blue,Diamond,18,2023-03-26,yes,micro
Shiv VipulBhai,6,Ruby,Green,White,Hexagon,6,2024-08-03,no,micro
Shiv VipulBhai,3,Pink,Pink,Green,Star,2,2024-07-28,yes,micro
MRP MukeshBhai,2,Ruby,Pink,Ruby,Heart,10,2024-07-28,yes,plain
MRP MukeshBhai,1,Blue,Blue,Blue,Round,14,2024-02-22,no,plain
AshishBhai,5,Pink,Green,Ruby,Flower,6,2023-11-07,yes,micro
RakeshBhai,1,Ruby,Blue,Purple,Marquise,2,2025-02-01,yes,plain
VirajBhai,1,Purple,Ruby,Ruby,Round,22,2023-05-25,yes,micro
MRP MukeshBhai,7,Purple,Pink,Green,Flower,22,2023-04-18,yes,micro
Shiv VipulBhai,5,Ruby,White,Purple,Diamond,6,2023-12-17,no,plain
VirajBhai,5,Purple,Blue,Blue,Diamond,18,2024-04-05,yes,plain
AshishBhai,7,Blue,Ruby,Blue,Hexagon,18,2024-08-31,yes,plain
SanjayBhai,7,Green,White,Pink,Hexagon,26,2023-12-25,yes,plain
AshishBhai,7,Pink,Purple,Blue,Flower,22,2024-11-05,yes,micro
Aditi Ornaments,5,Blue,Blue,Green,Hexagon,6,2023-07-12,yes,micro
Shiv VipulBhai,6,Ruby,Purple,Purple,Club,18,2024-11-07,yes,plain
Aditi Ornaments,4,Purple,Blue,Pink,Star,18,2024-05-30,yes,micro
MRP MukeshBhai,1,Ruby,Green,Blue,Round,2,2024-07-24,yes,micro
SanjayBhai,2,Pink,Pink,Green,Oval,10,2024-04-30,yes,micro
Shiv VipulBhai,4,Pink,Green,Purple,Flower,26,2023-11-30,yes,plain
AshishBhai,7,Green,Pink,White,Hexagon,2,2023-10-08,yes,micro
VirajBhai,3,Green,White,Purple,Club,14,2024-05-13,yes,plain
SanjayBhai,6,Pink,Ruby,Pink,Heart,26,2025-03-12,yes,plain
SanjayBhai,3,Purple,White,Purple,Star,2,2024-03-27,no,micro
Aditi Ornaments,6,Pink,Green,Green,Star,6,2024-03-25,yes,micro
Aditi Ornaments,1,Ruby,Pink,Blue,Oval,10,2024-05-01,yes,micro
SanjayBhai,3,Blue,Pink,Ruby,Square,18,2024-12-02,yes,plain
AshishBhai,8,White,Pink,Ruby,Hexagon,6,2024-01-17,yes,micro
RakeshBhai,6,Green,White,Ruby,Hexagon,14,2024-09-11,yes,plain
SanjayBhai,6,Green,Pink,White,Diamond,6,2023-10-03,yes,plain
VirajBhai,3,Green,Pink,Pink,Square,6,2024-04-15,no,micro
Aditi Ornaments,7,Green,Purple,Blue,Hexagon,26,2023-08-06,yes,plain
VirajBhai,7,Green,White,Pink,Star,2,2023-05-21,yes,micro
Aditi Ornaments,2,Green,Ruby,Purple,Heart,14,2024-02-04,yes,micro
VirajBhai,2,Green,Purple,White,Round,22,2023-09-23,yes,micro
AshishBhai,3,Green,Blue,Ruby,Heart,10,2025-01-27,yes,plain
Aditi Ornaments,4,Blue,Blue,Green,Diamond,6,2025-02-11,yes,plain
SanjayBhai,3,Blue,Green,Ruby,Round,10,2023-05-28,yes,micro
MRP MukeshBhai,2,Blue,Ruby,Ruby,Marquise,18,2024-09-15,yes,plain
SanjayBhai,4,Ruby,Blue,Blue,Diamond,6,2023-09-06,no,micro
MRP MukeshBhai,5,Pink,Pink,White,Club,10,2023-12-15,yes,micro
SanjayBhai,7,Pink,Ruby,Pink,Flower,22,2023-12-08,yes,plain
RakeshBhai,5,White,Purple,Pink,Square,6,2023-11-25,yes,plain
VirajBhai,4,Ruby,Purple,Ruby,Diamond,18,2024-12-27,yes,micro
Aditi Ornaments,1,White,White,White,Marquise,18,2024-05-05,yes,micro
Aditi Ornaments,2,Blue,Purple,Pink,Oval,18,2024-02-27,yes,plain
Aditi Ornaments,1,Green,Green,Green,Oval,22,2023-04-13,yes,plain
Aditi Ornaments,6,Blue,Blue,Ruby,Heart,6,2023-07-21,yes,micro
Shiv VipulBhai,2,Green,Green,Pink,Heart,18,2023-07-26,yes,plain
SanjayBhai,2,Ruby,Ruby,Ruby,Diamond,18,2023-06-25,yes,plain
Shiv VipulBhai,5,Pink,Ruby,Pink,Diamond,26,2024-10-27,yes,micro
Shiv VipulBhai,4,Ruby,Pink,Green,Flower,22,2024-09-15,yes,micro
VirajBhai,4,Blue,Pink,Ruby,Hexagon,14,2024-06-03,yes,micro
VirajBhai,2,Ruby,Ruby,Ruby,Marquise,26,2025-03-01,yes,micro
VirajBhai,4,White,Purple,Ruby,Diamond,26,2024-09-29,yes,plain
AshishBhai,6,Purple,Blue,White,Heart,10,2024-08-20,yes,micro
RakeshBhai,7,Pink,Purple,Blue,Hexagon,26,2023-09-03,yes,micro
Shiv VipulBhai,8,Ruby,Blue,Blue,Star,6,2024-05-02,yes,micro
RakeshBhai,3,Ruby,Green,Purple,Round,10,2023-08-22,yes,plain
SanjayBhai,2,Pink,White,Pink,Square,14,2023-10-14,yes,plain
VirajBhai,4,Blue,Ruby,Pink,Flower,2,2024-12-03,yes,micro
VirajBhai,2,Blue,Pink,Blue,Marquise,18,2023-04-19,yes,plain
VirajBhai,6,Purple,Ruby,Blue,Club,14,2024-11-18,yes,micro
Aditi Ornaments,8,Ruby,Ruby,Ruby,Flower,18,2025-01-02,yes,micro
RakeshBhai,6,Ruby,Blue,Ruby,Club,26,2024-05-04,yes,plain
RakeshBhai,8,Ruby,Ruby,Blue,Flower,14,2024-09-19,yes,micro
Shiv VipulBhai,1,Blue,Blue,Pink,Marquise,18,2023-08-22,yes,micro
Shiv VipulBhai,3,Purple,White,Purple,Oval,10,2024-07-16,yes,plain
AshishBhai,2,Purple,Green,Blue,Round,10,2024-02-19,yes,micro
AshishBhai,2,Ruby,Blue,Purple,Heart,18,2024-12-02,yes,plain
VirajBhai,3,White,Pink,Ruby,Heart,2,2023-11-16,yes,plain
RakeshBhai,6,Purple,Purple,Ruby,Club,22,2025-02-11,yes,micro
AshishBhai,1,Blue,Green,Blue,Marquise,14,2023-10-10,yes,plain
Shiv VipulBhai,2,Blue,Green,White,Club,2,2024-02-20,yes,plain
MRP MukeshBhai,3,Ruby,Green,Blue,Round,18,2024-09-05,yes,micro
SanjayBhai,6,Blue,Green,Ruby,Square,6,2023-07-28,yes,plain
VirajBhai,6,Purple,White,Ruby,Square,2,2025-01-02,yes,plain
AshishBhai,2,Green,Ruby,Blue,Round,10,2024-03-18,yes,plain
SanjayBhai,2,Ruby,White,Purple,Round,26,2024-06-18,yes,plain
MRP MukeshBhai,2,Pink,Purple,Ruby,Club,6,2024-03-09,no,micro
AshishBhai,4,Purple,White,Blue,Diamond,22,2023-07-04,yes,plain
Shiv VipulBhai,3,Pink,Pink,Purple,Oval,22,2024-11-04,yes,plain
Shiv VipulBhai,6,Pink,Purple,Purple,Club,2,2023-04-20,no,plain
VirajBhai,1,White,Green,Purple,Oval,14,2024-04-17,no,micro
MRP MukeshBhai,2,Blue,Ruby,Ruby,Club,22,2023-08-18,no,micro
MRP MukeshBhai,6,Pink,Blue,White,Square,18,2025-01-29,yes,plain
VirajBhai,4,White,Ruby,Pink,Hexagon,14,2023-04-21,yes,plain
Aditi Ornaments,4,Blue,Pink,White,Flower,22,2023-09-10,yes,micro
MRP MukeshBhai,3,Purple,White,Blue,Round,26,2023-06-23,yes,micro
Aditi Ornaments,1,Green,White,White,Marquise,26,2024-10-07,yes,micro
SanjayBhai,7,Ruby,Green,Ruby,Hexagon,18,2025-02-28,yes,micro
Shiv VipulBhai,5,Purple,Purple,Ruby,Square,2,2023-08-17,yes,plain
Shiv VipulBhai,5,White,Blue,White,Square,26,2024-08-02,yes,micro
Aditi Ornaments,3,Pink,White,Ruby,Round,2,2024-03-16,yes,micro
RakeshBhai,3,White,Ruby,Pink,Square,14,2023-11-11,yes,micro
SanjayBhai,2,Blue,Ruby,Ruby,Square,14,2023-09-24,yes,micro
SanjayBhai,2,Green,Purple,White,Oval,2,2024-10-07,yes,plain
Aditi Ornaments,2,Green,Pink,White,Square,18,2023-08-29,yes,plain
VirajBhai,3,Purple,Pink,Ruby,Star,26,2023-10-30,yes,plain
SanjayBhai,3,Green,Green,Pink,Heart,6,2024-01-28,yes,plain
AshishBhai,3,White,Green,Green,Diamond,22,2023-10-18,yes,plain
Shiv VipulBhai,8,White,White,Purple,Hexagon,18,2023-11-04,no,micro
MRP MukeshBhai,3,Green,Pink,Ruby,Oval,2,2024-10-02,yes,micro
SanjayBhai,3,Green,Blue,Pink,Square,6,2024-03-27,yes,micro
VirajBhai,2,Blue,Purple,Pink,Oval,22,2023-11-21,yes,micro
RakeshBhai,5,Ruby,Pink,Ruby,Star,22,2025-02-09,no,micro
SanjayBhai,4,Purple,Pink,Green,Club,14,2023-08-09,yes,micro
RakeshBhai,1,Blue,Ruby,Green,Round,26,2024-10-16,yes,micro
SanjayBhai,1,Purple,Ruby,Purple,Marquise,14,2024-06-29,yes,micro
AshishBhai,3,Blue,White,White,Square,10,2024-04-26,yes,micro
AshishBhai,5,Pink,Pink,Pink,Star,26,2024-11-14,yes,plain
VirajBhai,5,White,Ruby,Blue,Hexagon,10,2023-10-31,yes,plain
RakeshBhai,5,Purple,Blue,White,Star,26,2024-11-23,yes,plain
MRP MukeshBhai,8,Purple,White,Purple,Hexagon,2,2023-07-19,yes,plain
Aditi Ornaments,3,Green,Blue,Ruby,Oval,2,2025-01-19,yes,micro
Aditi Ornaments,5,Blue,Pink,Green,Square,26,2023-12-26,yes,plain
SanjayBhai,6,Purple,Pink,Ruby,Hexagon,2,2023-09-11,yes,plain
MRP MukeshBhai,3,Ruby,Green,Ruby,Hexagon,26,2025-01-14,yes,micro
Shiv VipulBhai,3,Purple,Ruby,Green,Oval,10,2023-07-03,yes,micro
Shiv VipulBhai,3,Ruby,Ruby,White,Flower,18,2023-06-08,yes,plain
Aditi Ornaments,3,Green,Green,Blue,Heart,2,2023-06-06,yes,plain
MRP MukeshBhai,2,Blue,Green,Green,Round,2,2024-08-23,no,micro
RakeshBhai,2,Purple,Blue,White,Round,26,2024-08-01,no,plain
MRP MukeshBhai,2,Purple,Blue,Pink,Diamond,10,2024-04-20,yes,micro
MRP MukeshBhai,3,Green,Green,Purple,Square,26,2024-08-01,yes,micro
SanjayBhai,6,Green,Pink,Pink,Flower,14,2024-01-02,no,plain
MRP MukeshBhai,4,Blue,Ruby,Green,Diamond,6,2023-11-25,yes,plain
Aditi Ornaments,8,Ruby,Purple,White,Star,6,2023-08-30,yes,micro
AshishBhai,6,Green,White,Green,Club,22,2024-12-12,yes,micro
SanjayBhai,1,Green,White,Blue,Oval,18,2024-08-05,yes,micro
MRP MukeshBhai,2,Blue,Purple,Ruby,Square,14,2024-02-02,no,plain
VirajBhai,4,Blue,Ruby,Pink,Diamond,14,2024-11-28,yes,micro
AshishBhai,3,Ruby,White,White,Oval,18,2024-09-30,no,micro
Aditi Ornaments,3,Pink,Pink,Pink,Oval,6,2023-06-11,yes,plain
AshishBhai,1,Pink,Pink,Green,Round,18,2023-11-27,yes,plain
RakeshBhai,5,Ruby,Pink,Green,Star,6,2024-03-16,no,micro
Aditi Ornaments,2,Green,Purple,Purple,Oval,2,2023-10-22,yes,micro
AshishBhai,5,Ruby,Blue,Blue,Diamond,18,2023-06-11,yes,plain
SanjayBhai,3,Green,Ruby,Pink,Marquise,18,2024-03-01,yes,micro
SanjayBhai,2,Green,Ruby,Purple,Heart,22,2023-10-07,yes,plain
MRP MukeshBhai,4,Ruby,Ruby,Pink,Hexagon,14,2024-09-28,yes,plain
RakeshBhai,1,Green,Ruby,Pink,Oval,14,2023-07-22,yes,micro
MRP MukeshBhai,3,Blue,White,Green,Marquise,18,2024-06-14,no,plain
Aditi Ornaments,6,Blue,Blue,Green,Square,6,2023-04-03,yes,plain
AshishBhai,6,Blue,Purple,Pink,Diamond,26,2025-01-11,yes,plain
VirajBhai,3,White,Green,Green,Round,2,2024-03-16,yes,plain
SanjayBhai,3,Pink,Green,Pink,Round,18,2023-11-16,yes,micro
Aditi Ornaments,3,Pink,Green,Ruby,Marquise,26,2023-07-25,yes,micro
SanjayBhai,3,Purple,Blue,Pink,Square,10,2024-04-12,yes,micro
RakeshBhai,2,White,Ruby,Pink,Oval,18,2023-08-06,no,plain
Aditi Ornaments,2,Ruby,Pink,White,Heart,22,2024-09-03,no,plain
VirajBhai,6,Pink,Purple,Ruby,Heart,14,2023-08-03,yes,plain
AshishBhai,3,Pink,Purple,Pink,Marquise,10,2023-08-12,yes,plain
VirajBhai,7,Blue,Blue,Blue,Hexagon,18,2023-11-22,yes,plain
Shiv VipulBhai,4,Pink,Ruby,Ruby,Flower,18,2024-02-11,yes,micro
MRP MukeshBhai,3,Green,White,Ruby,Oval,6,2025-02-10,yes,plain
Aditi Ornaments,6,Blue,Purple,Blue,Hexagon,6,2024-06-29,yes,plain
MRP MukeshBhai,3,Pink,White,Ruby,Hexagon,6,2025-01-12,no,plain
MRP MukeshBhai,3,Blue,Blue,Blue,Flower,6,2024-02-06,no,plain
MRP MukeshBhai,3,Blue,Ruby,White,Round,6,2023-05-24,yes,plain
SanjayBhai,5,Green,Blue,Purple,Hexagon,22,2024-08-31,yes,micro
AshishBhai,2,Green,Green,Pink,Club,6,2024-01-20,no,micro
SanjayBhai,4,Purple,Green,White,Flower,6,2023-11-08,yes,micro
Shiv VipulBhai,3,White,Green,Pink,Marquise,14,2024-01-04,no,plain
Shiv VipulBhai,5,Green,Blue,Ruby,Hexagon,2,2024-09-25,yes,plain
Aditi Ornaments,4,Green,Pink,Pink,Heart,2,2024-11-27,yes,micro
SanjayBhai,3,Ruby,White,Pink,Marquise,2,2024-04-08,yes,micro
Shiv VipulBhai,3,Ruby,White,Green,Hexagon,26,2023-12-04,yes,plain
Aditi Ornaments,5,Purple,Purple,Pink,Hexagon,18,2024-06-12,yes,plain
MRP MukeshBhai,7,Pink,Pink,Blue,Flower,10,2023-04-11,yes,micro
Shiv VipulBhai,5,Blue,White,Blue,Heart,2,2024-12-27,yes,plain
Aditi Ornaments,2,Green,Green,Purple,Diamond,22,2024-07-18,yes,plain
Aditi Ornaments,2,Pink,Pink,Ruby,Oval,22,2024-01-12,yes,micro
VirajBhai,2,Ruby,White,Green,Marquise,22,2023-11-06,yes,micro
Shiv VipulBhai,3,White,Blue,Purple,Diamond,6,2023-06-20,no,micro
VirajBhai,7,White,Purple,Pink,Hexagon,14,2024-05-13,yes,micro
MRP MukeshBhai,8,Blue,Pink,Purple,Flower,18,2024-01-26,yes,micro
